"","file_type","ie_number...2","rep_number","file_name","duration","sample_rate","num_channels","amplitude","xml_title","xml_creators","xml_type","xml_publisher","xml_date","xml_language","xml_identifier","xml_bibliographicCitation","mms","ie_number...18","label_code","label1","label2","label3","label4","label5"
"12","mp3","IE1013111","REP74107662","FL74107664_611691_PM_S_2.mp3",1012.824,48000,48615552,20134,"Country tracks :               Hits from ""Studio One"" /               [performed by] Toni Williams.","Williams, Toni
    (Antoni)","Sound Recordings","Auckland, N.Z. :               Zodiac,","[1969]","eng","IE1013111","Country tracks",996116913502836,"IE1013111","cy","Country music","Popular music","","",""
"13","mp3","IE1013172","REP74107709","FL74107710_1314419_PM_S_2.mp3",831.72,48000,39922560,16475,"Take 10 /               John Hore [i.e. John Hore Grenell] & Howard Morrison.","Grenell, John Hore.||Morrison, Howard,
    1935-2009.","Sound Recordings","Mosgiel, N.Z. :               Joe Brown Enterprises,","[1966]","eng","IE1013172","Take 10",9913144193502836,"IE1013172","cy","Country music","Country music","Popular music","",""
"14","mp3","IE1013172","REP74107709","FL74107713_1314419_PM_S_1.mp3",1033.536,48000,49609728,26556,"Take 10 /               John Hore [i.e. John Hore Grenell] & Howard Morrison.","Grenell, John Hore.||Morrison, Howard,
    1935-2009.","Sound Recordings","Mosgiel, N.Z. :               Joe Brown Enterprises,","[1966]","eng","IE1013172","Take 10",9913144193502836,"IE1013172","cy","Country music","Country music","Popular music","",""
"15","mp3","IE1017243","REP74080099","FL74080100_1211443_PM_S_2.mp3",245.376,48000,11778048,18793,"Maori Hi Five.","Maori Hi-Five (Musical group)","Sound Recordings","[Wellington, N.Z.] :               His Master's Voice,","[1963]","eng","IE1017243","Maori Hi Five.",9912114433502836,"IE1017243","pp","Popular music","Songs, Māori.","Māori (New Zealand people)","",""
"16","mp3","IE1017243","REP74080099","FL74080101_1211443_PM_S_1.mp3",264.24,48000,12683520,17842,"Maori Hi Five.","Maori Hi-Five (Musical group)","Sound Recordings","[Wellington, N.Z.] :               His Master's Voice,","[1963]","eng","IE1017243","Maori Hi Five.",9912114433502836,"IE1017243","pp","Popular music","Songs, Māori.","Māori (New Zealand people)","",""
"17","mp3","IE1017247","REP74080110","FL74080111_463173_PM_S_2.mp3",325.272,48000,15613056,9616,"Studio One /               Brendan Dugan.","Dugan, Brendan.","Sound Recordings","Christchurch, N.Z. :               Master,","[1968]","eng","IE1017247","Studio One",994631733502836,"IE1017247","cy","Country music","","","",""
"18","mp3","IE1017247","REP74080110","FL74080114_463173_PM_S_1.mp3",298.272,48000,14317056,23518,"Studio One /               Brendan Dugan.","Dugan, Brendan.","Sound Recordings","Christchurch, N.Z. :               Master,","[1968]","eng","IE1017247","Studio One",994631733502836,"IE1017247","cy","Country music","","","",""
"19","mp3","IE1017269","REP74080121","FL74080122_1212219_PM_S_1.mp3",309.912,48000,14875776,14070,"The Kini Quartet.","Kini Quartet.||Raggett, Margarette.","Sound Recordings","Auckland, N.Z. :               Zodiac,","[1967]","mao","IE1017269","The Kini Quartet.",9912122193502836,"IE1017269","pp","Popular music","Songs, Māori.","","",""
"20","mp3","IE1017269","REP74080121","FL74080125_1212219_PM_S_2.mp3",338.808,48000,16262784,20921,"The Kini Quartet.","Kini Quartet.||Raggett, Margarette.","Sound Recordings","Auckland, N.Z. :               Zodiac,","[1967]","mao","IE1017269","The Kini Quartet.",9912122193502836,"IE1017269","pp","Popular music","Songs, Māori.","","",""
"21","mp3","IE1017802","REP74107786","FL74107787_422693_PM_S_2.mp3",1394.064,48000,66915072,9018,"Make friends with the Quin Tikis.","Quin Tikis (Musical group)","Sound Recordings","[S.l.] :Sunshine ;Auckland, N.Z. :Manufactured and distributed by Festival,","[1968]","eng","IE1017802","Make friends with the Quin Tikis.",994226933502836,"IE1017802","bl","Rhythm and blues music","Popular music","","",""
"22","mp3","IE1017802","REP74107786","FL74107790_422693_PM_S_1.mp3",1419.456,48000,68133888,25299,"Make friends with the Quin Tikis.","Quin Tikis (Musical group)","Sound Recordings","[S.l.] :Sunshine ;Auckland, N.Z. :Manufactured and distributed by Festival,","[1968]","eng","IE1017802","Make friends with the Quin Tikis.",994226933502836,"IE1017802","bl","Rhythm and blues music","Popular music","","",""
"23","mp3","IE1017822","REP74107851","FL74107852_1276183_PM_S_2.mp3",1120.152,48000,53767296,10665,"Aotea Tua-Toru :               highlights of the opening of Aotea Tua-Toru Maori Meeting House, Makirikiri, Dannevirke, New Zealand.","Waipatu Club (Hastings, N.Z.)","Sound Recordings","[Wellington, N.Z.] :               Viking Records,","[1967]","mao","IE1017822","Aotea Tua-Toru",9912761833502836,"IE1017822","zz","Marae","Songs, Māori.","Waiata.","",""
"24","mp3","IE1017822","REP74107851","FL74107853_1276183_PM_S_1.mp3",1339.656,48000,64303488,26774,"Aotea Tua-Toru :               highlights of the opening of Aotea Tua-Toru Maori Meeting House, Makirikiri, Dannevirke, New Zealand.","Waipatu Club (Hastings, N.Z.)","Sound Recordings","[Wellington, N.Z.] :               Viking Records,","[1967]","mao","IE1017822","Aotea Tua-Toru",9912761833502836,"IE1017822","zz","Marae","Songs, Māori.","Waiata.","",""
"25","mp3","IE1018692","REP74080784","FL74080785_1294879_PM_S_2.mp3",1080.024,48000,51841152,19112,"Moods of the Māori.","Hukarere (School)||Te Aute College.||Waioeka Māori Cultural Group.||Ngāti Pōneke Young Māori Club.","Sound Recordings","New Zealand :               His Master's Voice,","[1968]","mao","IE1018692","Moods of the Māori.",9912948793502836,"IE1018692","sg","Folk songs, Māori.","Māori (New Zealand people)","","",""
"26","mp3","IE1018692","REP74080784","FL74080786_1294879_PM_S_1.mp3",930.264,48000,44652672,21053,"Moods of the Māori.","Hukarere (School)||Te Aute College.||Waioeka Māori Cultural Group.||Ngāti Pōneke Young Māori Club.","Sound Recordings","New Zealand :               His Master's Voice,","[1968]","mao","IE1018692","Moods of the Māori.",9912948793502836,"IE1018692","sg","Folk songs, Māori.","Māori (New Zealand people)","","",""
"27","mp3","IE1018717","REP74080820","FL74080821_1314288_PM_S_1.mp3",775.512,48000,37224576,17772,"Ngāti Poneke :               songs of the Māori /               Ngāti Pōneke Young Māori Club.","Ngāti Pōneke Young Māori Club.","Sound Recordings","New Zealand :               His Master's Voice,","[1964?]","mao","IE1018717","Ngāti Poneke : songs of the Māori",9913142883502836,"IE1018717","sg","Māori (New Zealand people)","Songs, Māori.","Waiata.","",""
"28","mp3","IE1018717","REP74080820","FL74080822_1314288_PM_S_2.mp3",1007.184,48000,48344832,20997,"Ngāti Poneke :               songs of the Māori /               Ngāti Pōneke Young Māori Club.","Ngāti Pōneke Young Māori Club.","Sound Recordings","New Zealand :               His Master's Voice,","[1964?]","mao","IE1018717","Ngāti Poneke : songs of the Māori",9913142883502836,"IE1018717","sg","Māori (New Zealand people)","Songs, Māori.","Waiata.","",""
"29","mp3","IE1031880","REP74081964","FL74081965_311939_PM_S_1.mp3",1187.232,48000,56987136,19539,"Mina Foley.","Foley, Mina.||Hungerford, Val.||O'Neill-Joyce, Terence P.
    (Terence Peter),
    1938-","Sound Recordings","[New Zealand] :               Ode Record Co.,","p1980.","eng","IE1031880","Mina Foley.",993119393502836,"IE1031880","sg","Songs (High voice) with piano.","","","",""
"30","mp3","IE1031880","REP74081964","FL74081967_311939_PM_S_2.mp3",1183.824,48000,56823552,21405,"Mina Foley.","Foley, Mina.||Hungerford, Val.||O'Neill-Joyce, Terence P.
    (Terence Peter),
    1938-","Sound Recordings","[New Zealand] :               Ode Record Co.,","p1980.","eng","IE1031880","Mina Foley.",993119393502836,"IE1031880","sg","Songs (High voice) with piano.","","","",""
"31","mp3","IE1048359","REP74102293","FL74102294_176731_PM_S_2.mp3",743.952,48000,35709696,21429,"Runs in the family :               the New Zealand cricket centenary song /               Tim Finn and the Record Partnership.","Finn, Tim.||Record Partnership (Musical group)","Sound Recordings","[Auckland, N.Z.] :               Epic,","1995.","eng","IE1048359","Runs in the family",991767313502836,"IE1048359","pp","Popular music","Rock music","Cricket","",""
"32","mp3","IE1048359","REP74102293","FL74102297_176731_PM_S_1.mp3",742.128,48000,35622144,22961,"Runs in the family :               the New Zealand cricket centenary song /               Tim Finn and the Record Partnership.","Finn, Tim.||Record Partnership (Musical group)","Sound Recordings","[Auckland, N.Z.] :               Epic,","1995.","eng","IE1048359","Runs in the family",991767313502836,"IE1048359","pp","Popular music","Rock music","Cricket","",""
"33","mp3","IE1115867","REP74102095","FL74102096_518098_PM_S_1.mp3",1693.536,48000,81289728,17321,"Carols in summer /               Polyhymnos.","Mews, Douglas,
    1918-1993.||Mews, Douglas,
    1918-1993.
    Snow-free carols.||Hamilton, David,
    1955-
    Carols,
    mixed voices.||Coker, Geoffrey,
    1949-
    Salutation.||Polyhymnos (Musical group)","Sound Recordings","Wellington, N.Z. :               Ely Recordings,","c1991.","eng","IE1115867","Carols in summer",995180983502836,"IE1115867","cr","Carols.","Carols","","",""
"34","mp3","IE1115867","REP74102095","FL74102097_518098_PM_S_2.mp3",1619.928,48000,77756544,18791,"Carols in summer /               Polyhymnos.","Mews, Douglas,
    1918-1993.||Mews, Douglas,
    1918-1993.
    Snow-free carols.||Hamilton, David,
    1955-
    Carols,
    mixed voices.||Coker, Geoffrey,
    1949-
    Salutation.||Polyhymnos (Musical group)","Sound Recordings","Wellington, N.Z. :               Ely Recordings,","c1991.","eng","IE1115867","Carols in summer",995180983502836,"IE1115867","cr","Carols.","Carols","","",""
"35","mp3","IE1116296","REP74102272","FL74102273_1256943_PM_S_1.mp3",2699.976,48000,129598848,18570,"The Auckland Sinfonietta & the Choir of Holy Trinity.","Auckland Sinfonietta.||Hughes, Indra,
    1968-||Scholes, Peter,
    1957-||Lloyd, Philip,
    musician.||Boyce, William,
    1711-1779.
    Pass but a few.||Farquhar, David,
    1928-2007.
    Tudor dances.||Corelli, Arcangelo,
    1653-1713.
    Concerti grossi,
    violins (2), cello, string orchestra,
    op. 6.
    No. 8.||Fauré, Gabriel,
    1845-1924.
    Pavan,
    orchestra,
    op. 50,
    F♯ minor;
    arranged||Victoria, Tomás Luis de,
    approximately 1548-1611.
    Motets
    (1572).
    O magnum mysterium.||Delius, Frederick,
    1862-1934.
    Pieces,
    orchestra
    (1912).
    On hearing the first cuckoo in spring||Delius, Frederick,
    1862-1934.
    Pieces,
    orchestra
    (1912).
    Summer night on the river||Pärt, Arvo.
    Silouans song.||Telemann, Georg Philipp,
    1681-1767.
    Concertos,
    trumpet, string orchestra,
    TWV 51:D7,
    D major.||Macky, Willow,
    1921-2006.
    Harinui.||Holy Trinity Cathedral (Auckland, N.Z.).
    Choir.","Sound Recordings","Auckland, N.Z. :               Robin Gummer,","1997.","eng","IE1116296","The Auckland Sinfonietta & the Choir of Holy Trinity.",9912569433502836,"IE1116296","mu","Concertos (Trumpet)","Christmas music.","Carols, English","",""
"36","mp3","IE1116296","REP74102272","FL74102276_1256943_PM_S_2.mp3",2762.448,48000,132597504,14868,"The Auckland Sinfonietta & the Choir of Holy Trinity.","Auckland Sinfonietta.||Hughes, Indra,
    1968-||Scholes, Peter,
    1957-||Lloyd, Philip,
    musician.||Boyce, William,
    1711-1779.
    Pass but a few.||Farquhar, David,
    1928-2007.
    Tudor dances.||Corelli, Arcangelo,
    1653-1713.
    Concerti grossi,
    violins (2), cello, string orchestra,
    op. 6.
    No. 8.||Fauré, Gabriel,
    1845-1924.
    Pavan,
    orchestra,
    op. 50,
    F♯ minor;
    arranged||Victoria, Tomás Luis de,
    approximately 1548-1611.
    Motets
    (1572).
    O magnum mysterium.||Delius, Frederick,
    1862-1934.
    Pieces,
    orchestra
    (1912).
    On hearing the first cuckoo in spring||Delius, Frederick,
    1862-1934.
    Pieces,
    orchestra
    (1912).
    Summer night on the river||Pärt, Arvo.
    Silouans song.||Telemann, Georg Philipp,
    1681-1767.
    Concertos,
    trumpet, string orchestra,
    TWV 51:D7,
    D major.||Macky, Willow,
    1921-2006.
    Harinui.||Holy Trinity Cathedral (Auckland, N.Z.).
    Choir.","Sound Recordings","Auckland, N.Z. :               Robin Gummer,","1997.","eng","IE1116296","The Auckland Sinfonietta & the Choir of Holy Trinity.",9912569433502836,"IE1116296","mu","Concertos (Trumpet)","Christmas music.","Carols, English","",""
"37","mp3","IE1116512","REP74102380","FL74102381_257048_PM_S_2.mp3",1676.16,48000,80455680,10413,"Carols of a summer Christmas :               featuring New Zealand images /               Ars Nova Choir.","Ars Nova Choir.||Atkinson Rigby, Pauline.||Fernando, Pretheeva.||Wiseman, Dulcie.","Sound Recordings","New Plymouth, N.Z. :               Ars Nova Choir,","1995.","eng","IE1116512","Carols of a summer Christmas",992570483502836,"IE1116512","cr","Carols","Christmas music.","","",""
"38","mp3","IE1116512","REP74102380","FL74102382_257048_PM_S_1.mp3",1545,48000,74160000,10850,"Carols of a summer Christmas :               featuring New Zealand images /               Ars Nova Choir.","Ars Nova Choir.||Atkinson Rigby, Pauline.||Fernando, Pretheeva.||Wiseman, Dulcie.","Sound Recordings","New Plymouth, N.Z. :               Ars Nova Choir,","1995.","eng","IE1116512","Carols of a summer Christmas",992570483502836,"IE1116512","cr","Carols","Christmas music.","","",""
"39","mp3","IE1117740","REP74102665","FL74102666_207129_PM_S_1.mp3",1963.728,48000,94258944,13023,"Kiwi kidsongs.5.",NA,"Sound Recordings","Wellington, N.Z. :Learning Media, Ministry of Education,","p1995.","eng","IE1117740","Kiwi kidsongs.",992071293502836,"IE1117740","sg","","","","",""
"40","mp3","IE1117740","REP74102665","FL74102667_207129_PM_S_2.mp3",1963.68,48000,94256640,11946,"Kiwi kidsongs.5.",NA,"Sound Recordings","Wellington, N.Z. :Learning Media, Ministry of Education,","p1995.","eng","IE1117740","Kiwi kidsongs.",992071293502836,"IE1117740","sg","","","","",""
"41","mp3","IE1121744","REP74103855","FL74103856_1254439_PM_S_2.mp3",422.856,48000,20297088,28531,"Bay of Islands :               a souvenir in song and story.","Reed, A. W.
    (Alexander Wyclif),
    1908-1979.||Macky, Willow,
    1921-2006.||Dansey, Harry.||Fenton, Colin.||Te Rangatahi Maori Group.","Sound Recordings","Wellington, [N.Z.] :               Kiwi Records,","[1965?]","mao","IE1121744","Bay of Islands",9912544393502836,"IE1121744","fm","Songs, Māori.","Popular music","Māori (New Zealand people)","",""
"42","mp3","IE1121744","REP74103855","FL74103857_1254439_PM_S_1.mp3",348.096,48000,16708608,13460,"Bay of Islands :               a souvenir in song and story.","Reed, A. W.
    (Alexander Wyclif),
    1908-1979.||Macky, Willow,
    1921-2006.||Dansey, Harry.||Fenton, Colin.||Te Rangatahi Maori Group.","Sound Recordings","Wellington, [N.Z.] :               Kiwi Records,","[1965?]","mao","IE1121744","Bay of Islands",9912544393502836,"IE1121744","fm","Songs, Māori.","Popular music","Māori (New Zealand people)","",""
"43","mp3","IE1121757","REP74145905","FL74145906_03 Waking Waiting.mp3",154.409795918367,44100,6809472,32768,"Mount Pleasant","Phillips, Jonathan,
    musician.","Sound Recordings","Christchurch, N.Z. :               A Low Hum,","2008.","eng","IE1121757","Mount Pleasant",9913361753502836,"IE1121757","rc","Alternative rock music","","","",""
"44","mp3","IE1121757","REP74145905","FL74145907_01 There Are No Roots.mp3",189.918911564626,44100,8375424,32767,"Mount Pleasant","Phillips, Jonathan,
    musician.","Sound Recordings","Christchurch, N.Z. :               A Low Hum,","2008.","eng","IE1121757","Mount Pleasant",9913361753502836,"IE1121757","rc","Alternative rock music","","","",""
"45","mp3","IE1121757","REP74145905","FL74145908_06 Backwards.mp3",102.696054421769,44100,4528896,29101,"Mount Pleasant","Phillips, Jonathan,
    musician.","Sound Recordings","Christchurch, N.Z. :               A Low Hum,","2008.","eng","IE1121757","Mount Pleasant",9913361753502836,"IE1121757","rc","Alternative rock music","","","",""
"46","mp3","IE1121757","REP74145905","FL74145909_02 I Lost A Friend Today.mp3",103.235918367347,44100,4552704,32768,"Mount Pleasant","Phillips, Jonathan,
    musician.","Sound Recordings","Christchurch, N.Z. :               A Low Hum,","2008.","eng","IE1121757","Mount Pleasant",9913361753502836,"IE1121757","rc","Alternative rock music","","","",""
"47","mp3","IE1121757","REP74145905","FL74145910_07 Feel Good.mp3",151.353469387755,44100,6674688,13483,"Mount Pleasant","Phillips, Jonathan,
    musician.","Sound Recordings","Christchurch, N.Z. :               A Low Hum,","2008.","eng","IE1121757","Mount Pleasant",9913361753502836,"IE1121757","rc","Alternative rock music","","","",""
"48","mp3","IE1121757","REP74145905","FL74145912_04 A New Love.mp3",136.707482993197,44100,6028800,32768,"Mount Pleasant","Phillips, Jonathan,
    musician.","Sound Recordings","Christchurch, N.Z. :               A Low Hum,","2008.","eng","IE1121757","Mount Pleasant",9913361753502836,"IE1121757","rc","Alternative rock music","","","",""
"49","mp3","IE1121757","REP74145905","FL74145914_05 Fractal Division.mp3",137.412789115646,44100,6059904,32768,"Mount Pleasant","Phillips, Jonathan,
    musician.","Sound Recordings","Christchurch, N.Z. :               A Low Hum,","2008.","eng","IE1121757","Mount Pleasant",9913361753502836,"IE1121757","rc","Alternative rock music","","","",""
"50","mp3","IE1121893","REP74103861","FL74103862_1327580_PM_S_1.mp3",865.416,48000,41539968,28367,"Max Cryer & the Children sing twelve Kiwi tracks.","Max Cryer and the Children (Musical group)||Cryer, Max.||Sloggett, Jimmy,
    1940-","Sound Recordings","[Wellington, N.Z.] :               Fontana : Polygram Records,","p1972.","eng","IE1121893","Max Cryer & the Children sing twelve Kiwi tracks.",9913275803502836,"IE1121893","sg","Children's songs","Popular music","","",""
"51","mp3","IE1121893","REP74103861","FL74103863_1327580_PM_S_2.mp3",909.264,48000,43644672,23850,"Max Cryer & the Children sing twelve Kiwi tracks.","Max Cryer and the Children (Musical group)||Cryer, Max.||Sloggett, Jimmy,
    1940-","Sound Recordings","[Wellington, N.Z.] :               Fontana : Polygram Records,","p1972.","eng","IE1121893","Max Cryer & the Children sing twelve Kiwi tracks.",9913275803502836,"IE1121893","sg","Children's songs","Popular music","","",""
"52","mp3","IE1121927","REP74103867","FL74103868_1322319_PM_S_2.mp3",401.112,48000,19253376,28283,"The Maori flute :               The Hinemoa legend in song and story /               told by Inia Te Wiata.","Te Wiata, Inia,
    1915-1971.||Macky, Willow,
    1921-2006.
    Songs.
    Selections.||Macky, Willow,
    1921-2006.
    Maori flute.||Cheesman, Oswald.","Sound Recordings","[Wellington, N.Z.] :               Kiwi,","[1966]","eng","IE1121927","The Maori flute",9913223193502836,"IE1121927","sg","Hinemoa (Legendary character)","Hinemoa (Legendary character)","Songs, Māori.","",""
"53","mp3","IE1121927","REP74103867","FL74103869_1322319_PM_S_1.mp3",350.232,48000,16811136,28397,"The Maori flute :               The Hinemoa legend in song and story /               told by Inia Te Wiata.","Te Wiata, Inia,
    1915-1971.||Macky, Willow,
    1921-2006.
    Songs.
    Selections.||Macky, Willow,
    1921-2006.
    Maori flute.||Cheesman, Oswald.","Sound Recordings","[Wellington, N.Z.] :               Kiwi,","[1966]","eng","IE1121927","The Maori flute",9913223193502836,"IE1121927","sg","Hinemoa (Legendary character)","Hinemoa (Legendary character)","Songs, Māori.","",""
"54","mp3","IE1121935","REP74074954","FL74074955_1199913_PM_S_2.mp3",325.896,48000,15643008,26614,"Four cities ;& Two gold towns /songs by Willow Macky.","Macky, Willow,1921-2006.||Franchi, Dorothea.||Cheesman, Oswald.||Tobeck, Ralph.||Branch, Don.||McMillan, Bryan.||Adams, Tim,musician.||Mariners (Musical group : N.Z.)","Sound Recordings","[Wellington, N.Z.] :Kiwi,","[1964]","eng","IE1121935","Four cities",9911999133502836,"IE1121935","sg","Folk music","Folk songs, English","","",""
"55","mp3","IE1121935","REP74074954","FL74074956_1199913_PM_S_1.mp3",325.152,48000,15607296,20283,"Four cities ;& Two gold towns /songs by Willow Macky.","Macky, Willow,1921-2006.||Franchi, Dorothea.||Cheesman, Oswald.||Tobeck, Ralph.||Branch, Don.||McMillan, Bryan.||Adams, Tim,musician.||Mariners (Musical group : N.Z.)","Sound Recordings","[Wellington, N.Z.] :Kiwi,","[1964]","eng","IE1121935","Four cities",9911999133502836,"IE1121935","sg","Folk music","Folk songs, English","","",""
"56","mp3","IE1121948","REP74074966","FL74074967_504603_PM_S_2.mp3",265.632,48000,12750336,29952,"Be japers! /               Clauson, Heenan ; [performed by] William Clauson.  The Tohunga and the Bishop ; Ballad of Captain Cook / Macky, Heenan ; [performed by] William Clauson.  Manawatu / Macky, [performed by] William Clauson.","Clauson, William.||Heenan, Ashley.||Macky, Willow,
    1921-2006.||Folk Song Five.","Sound Recordings","[Wellington, N.Z.] :               His Master's Voice,","[1960]","eng","IE1121948","Be japers!",995046033502836,"IE1121948","fm","Folk music","Folk songs, English","","",""
"57","mp3","IE1121948","REP74074966","FL74074968_504603_PM_S_1.mp3",256.56,48000,12314880,31886,"Be japers! /               Clauson, Heenan ; [performed by] William Clauson.  The Tohunga and the Bishop ; Ballad of Captain Cook / Macky, Heenan ; [performed by] William Clauson.  Manawatu / Macky, [performed by] William Clauson.","Clauson, William.||Heenan, Ashley.||Macky, Willow,
    1921-2006.||Folk Song Five.","Sound Recordings","[Wellington, N.Z.] :               His Master's Voice,","[1960]","eng","IE1121948","Be japers!",995046033502836,"IE1121948","fm","Folk music","Folk songs, English","","",""
"58","mp3","IE1121977","REP74074989","FL74074990_1173989_PM_S_1.mp3",194.904,48000,9355392,28885,"A Scottish soldier :               Green hills of Tyrol /               Stewart ; arr. Heenan ; [performed by] William Clauson. Horrie [i.e. Hori] and his Spanish guitar / Macky, Heenan ; [performed by] William Clauson.","Clauson, William.||Heenan, Ashley.||Macky, Willow,
    1921-2006.","Sound Recordings","[Wellington, N.Z.] :               His Master's Voice,","[1958]","eng","IE1121977","A Scottish soldier",9911739893502836,"IE1121977","fm","Folk music","","","",""
"59","mp3","IE1121977","REP74074989","FL74074991_1173989_PM_S_2.mp3",230.64,48000,11070720,29398,"A Scottish soldier :               Green hills of Tyrol /               Stewart ; arr. Heenan ; [performed by] William Clauson. Horrie [i.e. Hori] and his Spanish guitar / Macky, Heenan ; [performed by] William Clauson.","Clauson, William.||Heenan, Ashley.||Macky, Willow,
    1921-2006.","Sound Recordings","[Wellington, N.Z.] :               His Master's Voice,","[1958]","eng","IE1121977","A Scottish soldier",9911739893502836,"IE1121977","fm","Folk music","","","",""
"60","mp3","IE1122010","REP74075005","FL74075006_303389_PM_S_1.mp3",955.416,48000,45859968,12938,"Drums of the Pacific :               performing arts show case live /               Drums of the Pacific.","Drums of the Pacific.||Pare, Noo V.||Samson, Jacob.","Sound Recordings","Auckland, N.Z. : Papeete, Tahiti :               Vaimutu Records ; Distributed by Studio Alphonse,","c1996.","rar","IE1122010","Drums of the Pacific",993033893502836,"IE1122010","sg","Songs, Rarotongan.","Songs, Rarotongan","Popular music","",""
